Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
Text.Item.MakeshiftRocketThruster	Makeshift Rocket Thruster	Provisorische Raketendüse	Propulseur de fortune	Propulsor improvisado	Самодельный ракетный двигатель	Propulsore di fortuna	临时用火箭推进器	簡易ジェット装置			
Text.Item.MoltenPlastic	Molten Plastic	Geschmolzenes Plastik	Plastique fondu	Plástico derretido	Расплавл. пластик	Plastica fusa	熔化的塑料	溶けたプラスチック			
Text.Item.MusicWashboard	Music Washboard	Musik-Waschbrett	Planche à laver musicale	Tabla de lavar musical	Музык. стир. доска	Washboard	音乐搓板	演奏用ウォッシュボード			
Text.Item.PaperMache	Paper Mache	Pappmaché	Papier mâché	Papel maché	Папье-маше	Cartapesta	纸模	張り子紙			
Text.Item.Sling	Sling	Schleuder	Lance-pierre	Honda	Канат	Fionda	吊带	パチンコ			
Text.Item.SockMace	Sock Mace	Sockenkeule	Chaussette lestée	Calcetín maza	Носок-кистень	Mazza con calzino	袜锤	靴下ハンマー			
Text.Item.ToolHandle	Tool Handle	Werkzeuggriff	Poignée d'outil	Mango de herramienta	Ручка инструм.	Manico di attrezzo	工具把手	工具のハンドル			
Text.Item.FinishedFurniture	Finished Furniture	Fertiges Möbelstück	Meuble terminé	Mueble terminado	Готовая мебель	Mobile finito	制成家具	完成した家具			
Text.Item.WadOfPutty	Wad of Putty	Stück Knete	Boule de mastic	Montón de masilla	Кусок мастики	Manciata di stucco	油灰团	パテの塊			
Text.Item.ZipLine	Zip Line	Seilrutsche	Tyrolienne	Tirolina	Зиплайн	Fune sospesa	滑索	ワイヤロープ			
Text.Item.BreathableTrashbag	Breathable Trashbag	Atembare Mülltüte	Sac-poubelle respirant	Bolsa de basura respirable	Воздухопр. мешок д/мус.	Sacco della spazzatura traspirante	透气的垃圾袋	空気穴つきゴミ袋			
Text.Item.Cake	Cake	Kuchen	Gâteau	Tarta	Пирог	Dolce	蛋糕	ケーキ			
Text.Item.CrateCasing	Crate Casing	Kistenwände	Tour de caisse	Carcasa de caja	Корпус ящика	Involucro di cassa	箱子罩	木のケース			
Text.Item.CrateTop	Crate Top	Kistendeckel	Couvercle de caisse	Tapa de caja	Крышка ящ.	Parte superiore di cassa	箱子顶	木のフタ			
Text.Item.CrossbowBody	Crossbow Body	Armbrust-Körper	Support d'arbalète	Cuerpo de ballesta	Ложе арбалета	Corpo di balestra	十字弓身	クロスボウの本体			
Text.Item.CrossbowLathe	Crossbow Lathe	Armbrust-Wurfarm	Arc d'arbalète	Cuerda de ballesta	Плечо арбалета	Arco di balestra	十字弓车床	クロスボウの弓			
Text.Item.FakeAudioEquipment	Fake Audio Equipment	Falsche Audioausrüstung	Faux équipement audio	Equipo de sonido falso	Фальш. аудиооборудование	Apparecchio audio finto	仿制音频设备	偽ガンマイク			
Text.Item.FakeFence	Fake Fence	Falscher Zaun	Fausse clôture	Valla falsa	Фальш. заграж.	Recinzione finta	仿制篱笆	偽フェンス			
Text.Item.GrappleHead	Grapple Head	Greifkopf	Tête de grappin	Cabeza de gancho	Захват	Gancio	抓钩头部	フックヘッド			
Text.Item.GunMakerKit	Gun Making Kit	Schusswaffen-Bastelset	Pièces de pistolet	Kit de armas	Набор для изгот. оружия	Kit pistola	制枪套件	銃作成キット			
Text.Item.HalfFrameOfGlider	Half Frame of Glider	Halber Gleiterrahmen	Demi cadre de planeur	Medio bastidor de planeador	1/2 каркаса дельтаплана	Metà telaio per aliante	滑翔机半副骨架	グライダーフレーム（半分）			
Text.Item.HalfSlingshotTrebuchetSupportFrame	Half Trebuchet Support Frame	Halber Tribok-Unterstützungsrahmen	Demi cadre de trébuchet	Medio bastidor de base de catapulta	Половина подставки под катапульту	Metà telaio per catapulta	半具投石机支撑骨架	投石機のサポートフレームの片方			
Text.Item.HeartRateSlower	Heart Rate Slower	Herzschlag-Verlangsamer	Ralentisseur de rythme cardiaque	Ralentizador de latidos	Замедлитель пульса	Rallentatore di battito cardiaco	心率减慢器	心拍数低下装置			
Text.Item.HiddenCompartment	Hidden Compartment	Verstecktes Fach	Compartiment secret	Compartimento secreto	Тайник	Scomparto segreto	隐藏隔间	隠し場所			
Text.Item.KeycardCopy	Copied Keycard	Kopierte Schlüsselkarte	Copie de carte magnétique	Tarjeta copiada	Копия ключ-карты	Chiave elettronica copiata	门卡复制品	偽造キーカード			
Text.Item.KeyMould	Key Mould	Schlüsselform	Moule à clé	Molde de llave	Слепок ключа	Stampo di chiave	钥匙模具	カギの型			
Text.Item.KnuckleDuster	Knuckle Duster	Schlagring	Poing américain	Puño americano	Кастет	Tirapugni	指关节套	メリケンサック			
Text.Item.LightweightCutters	Lightweight Cutter	Leichter Seitenschneider	Pince coupante légère	Cortador ligero	Легкий резак	Taglierino leggero	轻型切割工具	軽量カッター			
Text.Item.LightweightPickaxe	Lightweight Pickaxe	Leichte Spitzhacke	Pioche légère	Hacha ligera	Легкая кирка	Piccone leggero	轻型镐	軽量ツルハシ			
Text.Item.LightweightShovel	Lightweight Shovel	Leichte Schaufel	Pelle légère	Pala ligera	Легкая лопата	Pala leggera	轻型铲	軽量シャベル			
Text.Item.MakeshiftDoubleBass	Makeshift Double Bass	Provisorischer Kontrabass	Contrebasse de fortune	Contrabajo improvisado	Самодельный контрабас	Contrabbasso di fortuna	临时用低音提琴	手作りコントラバス			
Text.Item.MakeshiftRobotGuardOutfit	Makeshift Robot Guard Outfit	Impro Roboterwärter-Kleidung	Tenue de gardien robot de fortune	Uniforme de guardia robot improvisado	Самодельный костюм робота-охранника	Vesti robo-guardia di fortuna	临时用机器人守卫服装	手作りロボット看守服			
Text.Item.MoltenChoc	Cup of Molten Choc	Tasse heiße Schokolade	Tasse de chocolat fondu	Chocolate caliente	Чашка топленого шоколада	Tazzina di cioccolato fuso	杯装热巧克力	ドロドロチョコ入りマグ			
Text.Item.PaddedInmateOutfit	Padded Inmate Outfit	Gefütterte Häftlingskleidung	Tenue de détenu rembourrée	Uniforme de preso acolchado	Стеганая одежда заключ.	Vestiti da detenuto imbottiti	带护垫的囚犯服装	パッド入り囚人服			
Text.Item.SleepingGas	Sleeping Gas Canister	Kanister mit Schlafgas	Bombe de gaz soporifique	Lata de gas de sueño	Баллон с усыпляющим газом	Bombola di gas soporifero	催眠气体罐	催眠ガス			
Text.Item.UncookedPie	Uncooked Pie	Rohe Pastete	Tarte à cuire	Pastel sin hacer	Неиспечен. пирог	Torta non cotta	未烹制的馅饼	未調理のパイ			
Text.Item.WhiteGloves	Pair of White Gloves	Weiße Handschuhe	Gants blancs	Guantes blancos	Белые перчатки	Paio di guanti bianchi	一副白手套	白い手袋			
Text.Item.BeautifulPainting	Beautiful Painting	Hübsches Gemälde	Tableau de maître	Cuadro bonito	Красивый рисунок	Quadro meraviglioso	漂亮的油画	美しい絵			
Text.Item.CompleteFrameOfGlider	Complete Glider Frame	Fertiger Gleiterrahmen	Cadre complet de planeur	Bastidor de planeador completo	Весь каркас дельтаплана	Telaio per aliante completo	制成的滑翔机骨架	完成したグライダーフレーム			
Text.Item.ContrabandPouch	Contraband Pouch	Schmuggelware-Beutel	Pochette de contrebande	Bolsa de contrabando	Сумка д/контраб.	Sacca da contrabbando	违禁品袋	禁制品ポーチ			
Text.Item.EnergyModule	Energy Module	Energiemodul	Module énergétique	Módulo de energía	Энергомодуль	Modulo energia	能量模块	動力モジュール			
Text.Item.EscapistsFigurine	Escapists Figurine	Escapists-Figur	Figurine des Escapists	Figura de escapista	Статуэтка Escapists	Statuetta fuggiasco	脱逃者小雕像	脱獄者ドール			
Text.Item.FakeKeycard	Fake Keycard	Falsche Schlüsselkarte	Fausse carte magnétique	Tarjeta falsa	Фальш. ключ-карта	Chiave elettronica finta	仿制的门卡	偽造キーカード			
Text.Item.FullTrebuchetFrame	Full Trebuchet Frame	Kompletter Tribok-Rahmen	Cadre complet de trébuchet	Estructura de catapulta completa	Весь каркас катапульты	Telaio per catapulta completo	完整的投石机骨架	完全な投石機のフレーム			
Text.Item.MachineReadyShoe	Machine Ready Shoe	Schuhmachermaschine	Chaussure à assembler	Zapato listo para la máquina	Подгот. ботинок	Macchina assembla-scarpe	机械组装鞋	未加工の靴			
Text.Item.MakeshiftBreathingApparatus	Makeshift Breathing Apparatus	Provisorisches Atemgerät	Appareil respiratoire de fortune	Aparato de respiración improvisado	Самодельный дыхательный аппарат	Autorespiratore di fortuna	临时用呼吸装置	簡易呼吸器			
Text.Item.MakeshiftRaft	Makeshift Raft	Provisorisches Floß	Radeau de fortune	Balsa improvisada	Самодельный плот	Zattera di fortuna	临时用木筏	手作りイカダ			
Text.Item.MakeshiftSledgehammer	Makeshift Sledgehammer	Provisorischer Vorschlaghammer	Masse de fortune	Mazo improvisado	Самодельная кувалда	Mazza di fortuna	临时用大锤	簡易スレッジハンマー			
Text.Item.MakeshiftSpear	Makeshift Spear	Provisorischer Speer	Lance de fortune	Lanza improvisada	Самодельный дротик	Lancia di fortuna	临时用长矛	手作りのヤリ			
Text.Item.MakeshiftStungun	Makeshift Stungun	Provisorischer Elektroschocker	Pistolet tranquillisant de fortune	Pistola eléctrica improvisada	Самодельный шокер	Storditore di fortuna	临时用电击枪	手作りスタンガン			
Text.Item.MouldedGun	Moulded Gun	Gegossene Schusswaffe	Pistolet moulé	Pistola moldeada	Отлитое оружие	Pistola fatta con stampino	模铸枪	成型銃			
Text.Item.Nunchuck	Nunchuck	Nunchaku	Nunchaku	Nunchakus	Нунчаки	Nunchaku	双节棍	ヌンチャク			
Text.Item.PlasticKey	Plastic Key	Plastikschlüssel	Clé en plastique	Llave de plástico	Пласт. ключ	Chiave di plastica	塑料钥匙	プラスチックのカギ			
Text.Item.PlatedInmateOutfit	Plated Inmate Outfit	Beschichtete Häftlingskleidung	Tenue de détenu plaquée	Uniforme de preso con placas	Усиленная одежда заключ.	Vestiti da detenuto corazzati	带护板的囚犯服装	プレート入り囚人服			
Text.Item.RaftBase	Raft Base	Floßboden	Base de radeau	Base de balsa	Основание плота	Base per zattera	木筏底座	イカダの基部			
Text.Item.Sail	Sail	Segel	Voile	Vela	Парус	Vela	帆	帆			
Text.Item.SecurityPass	Security Pass	Sicherheitspass	Pass de sécurité	Pase de seguridad	Пропуск	Pass sicurezza	安保通行证	通行証			
Text.Item.SleepingGasCannister	Sleeping Gas Cannister	Kanister mit Schlafgas	Gaz soporifique	Lata de gas de sueño	Баллон с усыпл. газом	Bombola di gas soporifero	催眠气体罐	催眠ガス			
Text.Item.SturdyCutters	Sturdy Cutter	Stabiler Seitenschneider	Pince coupante robuste	Cortador pesado	Прочный резак	Taglierino robusto	坚固的切割工具	丈夫なカッター			
Text.Item.SturdyPickaxe	Sturdy Pickaxe	Stabile Spitzhacke	Pioche robuste	Hacha pesada	Прочная кирка	Piccone robusto	坚固的镐	丈夫なツルハシ			
Text.Item.SturdyShovel	Sturdy Shovel	Stabile Schaufel	Pelle robuste	Pala pesada	Прочная лопата	Pala robusta	坚固的铲	丈夫なシャベル			
Text.Item.SuperKnuckleDuster	Super Knuckle Duster	Toller Schlagring	Super poing américain	Puño americano superior	Суперкастет	Tirapugni super	超级指关节套	スーパーメリケンサック			
Text.Item.SuperSockMace	Super Sock Mace	Tolle Sockenkeule	Super chaussette lestée	Calcetín maza superior	Суперкистень из носка	Mazza con calzino super	超级袜锤	スーパー靴下ハンマー			
Text.Item.Whip	Whip	Peitsche	Fouet	Látigo	Кнут	Frusta	鞭	ムチ			
Text.Item.ZiplineHook	Zipline Hook	Seilrutschen-Haken	Crochet de tyrolienne	Gancho de tirolina	Крюк для зиплайна	Gancio per fune sospesa	滑索钩	ワイヤロープのフック			
Text.Item.BreakdanceIdle	Breakdance Idle	Breakdance Pose	Pose breakdance	Pose de breakdance	Брейкданс — пауза	Posa breakdance	闲置霹雳舞	ブレイクダンス像			
Text.Item.CattleProd	Cattle Prod	Viehtreiber	Pique	Picana para ganado	Электрохлыст	Sprone per bestiame	赶牛棒	牛追い棒			
Text.Item.CompleteCrossbow	Complete Crossbow	Fertige Armbrust	Arbalète complète	Ballesta completa	Завершенный арбалет	Balestra completa	完整的十字弓	完成したクロスボウ			
Text.Item.CompleteTrebuchet	Complete Trebuchet	Fertiger Tribok	Trébuchet complet	Catapulta completa	Завершенная катапульта	Catapulta completa	完整的投石机	完成した投石機			
Text.Item.DurableContrabandPouch	Durable Contraband Pouch	Stabiler Schmuggelware-Beutel	Pochette de contrebande résistante	Bolsa de contrabando resistente	Прочная сумка для контрабанды	Sacca contrabbando durevole	耐用的违禁品袋	強化禁制品ポーチ			
Text.Item.EnergySword	Energy Sword	Energieschwert	Épée énergétique	Espada de energía	Энергомеч	Spada energetica	能量剑	エネルギーソード			
Text.Item.FakeGun	Fake Gun	Falsche Schusswaffe	Faux pistolet	Pistola de mentira	Фальш. оруж	Pistola finta	仿制枪	インチキ銃			
Text.Item.GrapplingHook	Grappling Hook	Enterhaken	Crochet de grappin	Gancho de sujeción	Захватный крюк	Rampino	抓钩	投げフック			
Text.Item.MakeshiftGasMask	Makeshift Gas Mask	Provisorische Gasmaske	Masque à gaz de fortune	Máscara de gas improvisada	Самодельный респиратор	Maschera antigas di fortuna	临时用防毒面具	簡易ガスマスク			
Text.Item.MimeIdle	Mime Idle	Pantomime Pose	Pose mime	Pose de mimo	Мим — пауза	Posa mimo	闲置哑剧	パントマイム像			
Text.Item.Multitool	Multitool	Allzweckwerkzeug	Outil multifonction	Multiherramienta	Унив. инстр.	Multiattrezzo	多用途工具	マルチツール			
Text.Item.SkinnedGlider	Skinned Glider	Bespannter Gleiter	Planeur avec toile	Planeador con tela	Дельтаплан с парусом	Aliante di tessuto	有外壳的滑翔机	カバー付きグライダー			
Text.Item.SuperBaseballBat	Super Baseball Bat	Toller Baseballschläger	Super batte de base-ball	Bate de béisbol superior	Супербита	Mazza da baseball super	超级棒球棍	スーパーバット			
Text.Item.SuperMetalBaton	Super Metal Baton	Toller Metall-Schlagstock	Super matraque en métal	Porra de metal superior	Супердубинка	Manganello di metallo super	超级金属棒	スーパーメタルバトン			
Text.Item.SuperWhip	Super Whip	Tolle Peitsche	Super fouet	Látigo superior	Суперкнут	Frusta super	超级鞭	スーパームチ			
Text.Item.MakeshiftLadder	Makeshift Ladder	Provisorische Leiter	Échelle de fortune	Escalera improvisada	Самодельная лестница	Scala di fortuna	临时用梯子	簡易ハシゴ			
Text.Item.RedKey	Red Key	Schlüssel (rot)	Clé rouge	Llave roja	Кр. ключ	Chiave rossa	红色钥匙	赤色のカギ			
Text.Item.PurpleKey	Purple Key	Schlüssel (lila)	Clé violette	Llave lila	Фиол. ключ	Chiave viola	紫色钥匙	紫色のカギ			
Text.Item.YellowKey	Yellow Key	Schlüssel (gelb)	Clé jaune	Llave amarilla	Желтый ключ	Chiave gialla	黄色钥匙	黄色のカギ			
Text.Item.CyanKey	Cyan Key	Schlüssel (türkis)	Clé cyan	Llave cian	Бирюз. ключ	Chiave azzurra	青色钥匙	水色のカギ			
Text.Item.GreenKey	Green Key	Schlüssel (grün)	Clé verte	Llave verde	Зелен. ключ	Chiave verde	绿色钥匙	緑色のカギ			
Text.Item.PlasticRedKey	Plastic Red Key	Plastikschlüssel (rot)	Clé rouge en plastique	Llave de plástico roja	Красн. пласт. ключ	Chiave rossa di plastica	塑料红钥匙	プラのカギ（赤）			
Text.Item.PlasticPurpleKey	Plastic Purple Key	Plastikschlüssel (lila)	Clé violette en plastique	Llave de plástico lila	Фиол. пласт. ключ	Chiave viola di plastica	塑料紫钥匙	プラのカギ（紫）			
Text.Item.PlasticYellowKey	Plastic Yellow Key	Plastikschlüssel (gelb)	Clé jaune en plastique	Llave de plástico amarilla	Желтый пласт. ключ	Chiave gialla di plastica	塑料黄钥匙	プラのカギ（黄）			
Text.Item.PlasticCyanKey	Plastic Cyan Key	Plastikschlüssel (türkis)	Clé cyan en plastique	Llave de plástico cian	Бирюз. пласт. ключ	Chiave azzurra di plastica	塑料青钥匙	プラのカギ（水色）			
Text.Item.PlasticGreenKey	Plastic Green Key	Plastikschlüssel (grün)	Clé verte en plastique	Llave de plástico verde	Зеленый пласт. ключ	Chiave verde di plastica	塑料绿钥匙	プラのカギ（緑）			
Text.Item.RedKeyCard	Red Key Card	Schlüsselkarte (rot)	Carte magnétique rouge	Tarjeta roja	Кр. ключ-карта	Chiave elettronica rossa	红色门卡	赤色のキーカード			
Text.Item.PurpleKeyCard	Purple Key Card	Schlüsselkarte (lila)	Carte magnétique violette	Tarjeta lila	Фиол. ключ-карта	Chiave elettronica viola	紫色门卡	紫色のキーカード			
Text.Item.YellowKeyCard	Yellow Key Card	Schlüsselkarte (gelb)	Carte magnétique jaune	Tarjeta amarilla	Желтая ключ-карта	Chiave elettronica gialla	黄色门卡	黄色のキーカード			
Text.Item.CyanKeyCard	Cyan Key Card	Schlüsselkarte (türkis)	Carte magnétique cyan	Tarjeta cian	Бирюз. ключ-карта	Chiave elettronica azzurra	青色门卡	水色のキーカード			
Text.Item.GreenKeyCard	Green Key Card	Schlüsselkarte (grün)	Carte magnétique verte	Tarjeta verde	Зелен. ключ-карта	Chiave elettronica verde	绿色门卡	緑色のキーカード			
Text.Item.RedKeyCardCopy	Red Key Card Mould	Schlüsselkarten-Kopie (rot)	Copie de carte magnétique rouge	Copia de tarjeta roja	Копия кр. ключ-карты	Copia chiave elettronica rossa	红色门卡模具	キーカードの型（赤）			
Text.Item.PurpleKeyCardCopy	Purple Key Card Mould	Schlüsselkarten-Kopie (lila)	Copie de carte magnétique violette	Copia de tarjeta lila	Копия фиол. ключ-карты	Copia chiave elettronica viola	紫色门卡模具	キーカードの型（紫）			
Text.Item.YellowKeyCardCopy	Yellow Key Card Mould	Schlüsselkarten-Kopie (gelb)	Copie de carte magnétique jaune	Copia de tarjeta amarilla	Копия желтой ключ-карты	Copia chiave elettronica gialla	黄色门卡模具	キーカードの型（黄）			
Text.Item.CyanKeyCardCopy	Cyan Key Card Mould	Schlüsselkarten-Kopie (türkis)	Copie de carte magnétique cyan	Copia de tarjeta cian	Копия бирюз. ключ-карты	Copia chiave elettronica azzurra	青色门卡模具	キーカードの型（水色）			
Text.Item.GreenKeyCardCopy	Green Key Card Mould	Schlüsselkarten-Kopie (grün)	Copie de carte magnétique verte	Copia de tarjeta verde	Копия зелен. ключ-карты	Copia chiave elettronica verde	绿色门卡模具	キーカードの型（緑）			
Text.Item.KeyMouldRed	Red Key Mould	Schlüsselform (rot)	Moule à clé rouge	Molde de llave roja	Слепок кр. ключа	Stampo di chiave rossa	红色钥匙模具	カギの型（赤）			
Text.Item.KeyMouldPurple	Purple Key Mould	Schlüsselform (lila)	Moule à clé violette	Molde de llave lila	Слепок фиол. ключа	Stampo di chiave viola	紫色钥匙模具	カギの型（紫）			
Text.Item.KeyMouldYellow	Yellow Key Mould	Schlüsselform (gelb)	Moule à clé jaune	Molde de llave amarilla	Слепок желт. ключа	Stampo di chiave gialla	黄色钥匙模具	カギの型（黄）			
Text.Item.KeyMouldCyan	Cyan Key Mould	Schlüsselform (türkis)	Moule à clé cyan	Molde de llave cian	Слепок бирюз. ключа	Stampo di chiave azzurra	青色钥匙模具	カギの型（水色）			
Text.Item.FakeRedKeyCard	Fake Red Key Card	Falsche Schlüsselkarte (rot)	Fausse carte magnétique rouge	Tarjeta roja falsa	Фальш. кр. ключ-карта	Chiave elettronica rossa finta	仿制的红色门卡	偽造キーカード（赤）			
Text.Item.FakePurpleKeyCard	Fake Purple Key Card	Falsche Schlüsselkarte (lila)	Fausse carte magnétique violette	Tarjeta lila falsa	Фальш. фиол. ключ-карта	Chiave elettronica viola finta	仿制的紫色门卡	偽造キーカード（紫）			
Text.Item.FakeYellowKeyCard	Fake Yellow Key Card	Falsche Schlüsselkarte (gelb)	Fausse carte magnétique jaune	Tarjeta amarilla falsa	Фальш.я желтая ключ-карта	Chiave elettronica gialla finta	仿制的黄色门卡	偽造キーカード（黄）			
Text.Item.FakeCyanKeyCard	Fake Cyan Key Card	Falsche Schlüsselkarte (türkis)	Fausse carte magnétique cyan	Tarjeta cian falsa	Фальш. бирюз. ключ-карта	Chiave elettronica azzurra finta	仿制的青色门卡	偽造キーカード（水色）			
Text.Item.FakeGreenKeyCard	Fake Purple Key Card	Falsche Schlüsselkarte (lila)	Fausse carte magnétique violette	Tarjeta lila falsa	Фальш. фиол. ключ-карта	Chiave elettronica viola finta	仿制的紫色门卡	偽造キーカード（緑）			
Text.Item.VentCover	Vent Cover	Lüftungsdeckel	Bouche d'aération	Cubierta de rejilla	Крышка вент. шахты	Copertura condotto d'aria	通风口盖	ダクトカバー			
Text.Item.DummiesGuide	Flight Manual	Flughandbuch	Manuel de vol	Manual de vuelo	Руков. по полету	Manuale di volo	飞行手册	飛行マニュアル			
Text.Item.RockHammer	Rock Hammer	Presslufthammer	Marteau de géologue	Martillo de roca	Альпеншток	Martello da roccia	石锤	ロックハンマー			
Text.Item.MedicOutfit	Medic Outfit	Sanitäter-Kleidung	Tenue de médecin	Uniforme de médico	Одежда медика	Vestiti da medico	医生服装	医務官の服			
Text.Item.JuicyWorm	Juicy Worm	Saftiger Wurm	Ver juteux	Gusano jugoso	Дожд. червяк	Verme succoso	多汁的虫子	ぶっといミミズ			
Text.Item.HardHat	Hard Hat	Schutzhelm	Casque de chantier	Casco de obra	Каска	Elmetto	硬帽子	ヘルメット			
Text.Item.Salmon	Salmon	Lachs	Saumon	Salmón	Лосось	Salmone	鲑鱼	シャケ			
Text.Item.FishingRod	Fishing Rod	Angel	Canne à pêche	Caña de pescar	Удочка	Canna da pesca	鱼竿	釣り竿			
Text.Item.ReadiedFishingRod	Readied Fishing Rod	Bereitgemachte Angel	Canne à pêche prête	Caña de pescar preparada	Подготовленная удочка	Canna da pesca preparata	应急用鱼竿	エサ付きの釣り竿			
Text.Item.Pearls	Pearls	Perlen	Perles	Perlas	Жемчуг	Perle	珍珠	真珠			
Text.Item.DolphinTooth	Dolphin Tooth	Delfinzahn	Dent de dauphin	Diente de delfín	Зуб дельфина	Dente di delfino	海豚牙齿	イルカの歯			
Text.Item.SeaSicknessBand	Sea Sickness Band	Band gegen Seekrankheit	Bracelet anti-mal de mer	Cinta para mareo	Браслет от укачивания	Cerotto per il mal di mare	晕船带	酔い止めバンド			
Text.Item.CompleteShoe	Complete Shoe	Fertiger Schuh	Chaussure complète	Zapato completo	Целый ботинок	Scarpa completa	完整的鞋	完成した靴			
Text.Item.PairOfShoes	Pair Of Shoes	Schuhe	Chaussures	Par de zapatos	Ботинки	Paio di scarpe	一双鞋	一足の靴			
Text.ItemTooltip.Armour	Armour	Rüstung	Armure	Armadura	Защита	Armatura	护甲	防具			
Text.ItemTooltip.Weapon	Weapon	Waffe	Arme	Arma	Оружие	Arma	武器	武器			
Text.ItemTooltip.Tool	Tool	Werkzeug	Outil	Herramienta	Инструмент	Attrezzo	工具	工具			
Text.ItemTooltip.Component	Component	Zutat	Composant	Componente	Компонент	Componente	部件	材料			
Text.ItemTooltip.Consumable	Consumable	Zum Verbrauchen	Consommable	Consumible	Расходник	Consumabile	消耗品	消耗品			
Text.ItemTooltip.Con_AddEnergy	Increases Energy	Erhöht Energie	Augmente l'énergie	Aumenta la energía	Увеличивает энергию	Aumenta energia	增加能量	スタミナ回復			
Text.ItemTooltip.Con_AddHealth	Increases Health	Erhöht Gesundheit	Augmente la santé	Aumenta la salud	Увеличивает здоровье	Aumenta salute	增加生命值	ライフ回復			
Text.ItemTooltip.Outfit	Outfit	Kleidung	Tenue	Uniforme	Одежда	Vestiti	服装	服			
Text.Item.MailbagBlue	Blue Mail Bag	Postsack (blau)	Sac de courrier bleu	Bolsa de correo azul	Син. почт. сумка	Borsa postale blu	蓝色邮袋	郵便袋（青）			
Text.Item.MailbagGreen	Green Mail Bag	Postsack (grün)	Sac de courrier vert	Bolsa de correo verde	Зелен. почт. сумка	Borsa postale verde	绿色邮袋	郵便袋（緑）			
Text.Item.MailbagRed	Red Mail Bag	Postsack (rot)	Sac de courrier rouge	Bolsa de correo roja	Кр. почт. сумка	Borsa postale rossa	红色邮袋	郵便袋（赤）			
Text.Item.WeakBaton	Cushioned Baton	Gepolsterter Schlagstock	Matraque capitonnée	Porra acolchada	Мягкая дубинка	Manganello imbottito	带垫子的短棍	パッド入り警棒			
Text.Item.ColouredBox	Coloured Box	Farbige Schachtel	Boîte colorée	Caja pintada	Цветная коробка	Scatola colorata	带色盒子	カラーボックス			
Text.Item.Harmonica	Harmonica	Harmonika	Harmonica	Armónica	Губн. гарм.	Armonica	口琴	ハーモニカ			
Text.Item.InflatableAlien	Inflatable Alien	Aufblasbares Alien	Extraterrestre gonflable	Extraterrestre inflable	Надувной пришелец	Alieno gonfiabile	充气外星人	風船エイリアン			
Text.Item.KeyMouldGreen	Green Key Mould	Schlüsselform (grün)	Moule à clé verte	Molde de llave verde	Слепок зел. ключа	Stampo di chiave verde	绿色钥匙模具	カギの型（緑）			
Text.Item.Microchip	Microchip	Mikrochip	Puce électronique	Microchip	Микрочип	Microchip	芯片	マイクロチップ			
Text.Item.MissileKeyring	Missile Keyring	Geschoss-Schlüsselanhänger	Porte-clés missile	Llavero de misil	Метательный брелок	Portachiavi missile	导弹钥匙圈	ミサイルキーホルダー			
Text.Item.ThePeoplesFlag	The People's Flag	Die Fahne der Menschen	Drapeau du peuple	Bandera de las Personas	Народный флаг	La bandiera del popolo	人民的旗帜	人民の旗			
Text.Item.Probe	Probe	Sonde	Sonde	Sonda	Датчик	Sonda	探针	プローブ			
Text.Item.DolphinBook	How To Speak Dolphin Book	Buch: „Delfinisch für Anfänger“	Livre pour parler aux dauphins	Libro Cómo hablar el idioma delfín	Книга «Дельфиний разговорник»	Libro: Come parlare ai delfini	《海豚语指导书》	「イルカと話すには」の本			
Text.Item.BookOfHappiness	Book of Happiness	Buch des Glücks	Livre du bonheur	Libro de la felicidad	Книга счастья	Libro della felicità	《幸福之书》	幸福の書			
Text.EquipmentStat.N/A	N/A	N/A	S/O	N/D	Н/Д	N/A	无	なし			
Text.EquipmentStat.Damage.Low	Low	Niedrig	Légers	Bajo	Низк.	Bassi	低	低			
Text.EquipmentStat.Damage.Medium	Medium	Mittel	Moyens	Medio	Средн.	Medi	中	中			
Text.EquipmentStat.Damage.High	High	Hoch	Lourds	Alto	Высок.	Alti	高	高			
Text.EquipmentStat.AttackSpeed.Low	Low	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.AttackSpeed.Medium	Medium	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.AttackSpeed.High	High	Hoch	Élevée	Alto	Высок.	Alta	高	高			
Text.EquipmentStat.Range.Low	Low	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.Range.Medium	Medium	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.Range.High	High	Hoch	Élevée	Alto	Высок.	Alta	高	高			
Text.EquipmentStat.OutfitType.None	None	Keines	Aucun	Ninguno	Нет	Nessuno	无	なし			
Text.EquipmentStat.OutfitType.Guard	Guard	Wärter	Gardien	Guardia	Охрана	Guardia	守卫	看守			
Text.EquipmentStat.OutfitType.Inmate	Inmate	Häftling	Détenu	Preso	Заключенный	Detenuto	囚犯	囚人			
Text.EquipmentStat.OutfitType.Medic	Medic	Sanitäter	Médecin	Médico	Медик	Medico	医生	医務官			
Text.EquipmentStat.OutfitType.Warden	Warden	Wächter	Directeur	Alcaide	Надзиратель	Direttore	典狱长	所長			
Text.Item.Flour	Bag of Flour	Mehlbeutel	Sac de farine	Saco de harina	Мешок муки	Sacco di farina	袋装面粉	小麦粉の袋			
